X_mm,Y_mm,Z_um
-11.963470,-19.452055,454.737322
-11.780822,-19.452055,454.779066
-11.598174,-19.452055,454.822011
-11.415525,-19.452055,454.866157
-11.232877,-19.452055,454.911505
-11.050228,-19.452055,454.958053
-10.867580,-19.452055,455.005802
-10.684932,-19.452055,455.054752
-10.502283,-19.452055,455.104903
-10.319635,-19.452055,455.156255
-10.136986,-19.452055,455.208808
-9.954338,-19.452055,455.262562
-9.771689,-19.452055,455.317517
-9.589041,-19.452055,455.373673
-9.406393,-19.452055,455.431030
-9.223744,-19.452055,455.489588
-9.041096,-19.452055,455.549347
-8.858447,-19.452055,455.610307
-8.675799,-19.452055,455.672468
-8.493151,-19.452055,455.735829
-8.310502,-19.452055,455.800392
-8.127854,-19.452055,455.866156
-7.945205,-19.452055,455.933121
-7.762557,-19.452055,456.001286
-7.579909,-19.452055,456.070653
-7.397260,-19.452055,456.141221
-7.214612,-19.452055,456.212989
-7.031963,-19.452055,456.285959
-6.849315,-19.452055,456.360129
-6.666667,-19.452055,456.435501
-6.484018,-19.452055,456.512073
-6.301370,-19.452055,456.589846
-6.118721,-19.452055,456.668821
-5.936073,-19.452055,456.748996
-5.753425,-19.452055,456.830372
-5.570776,-19.452055,456.912949
-5.388128,-19.452055,456.996727
-5.205479,-19.452055,457.081706
-5.022831,-19.452055,457.167886
-4.840183,-19.452055,457.255266
-4.657534,-19.452055,457.343847
-4.474886,-19.452055,457.433630
-4.292237,-19.452055,457.524613
-4.109589,-19.452055,457.616796
-3.926941,-19.452055,457.710181
-3.744292,-19.452055,457.804766
-3.561644,-19.452055,457.900552
-3.378995,-19.452055,457.997538
-3.196347,-19.452055,458.095725
-3.013699,-19.452055,458.195113
-2.831050,-19.452055,458.295701
-2.648402,-19.452055,458.397489
-2.465753,-19.452055,458.500478
-2.283105,-19.452055,458.604667
-2.100457,-19.452055,458.710056
-1.917808,-19.452055,458.816645
-1.735160,-19.452055,458.924434
-1.552511,-19.452055,459.033423
-1.369863,-19.452055,459.143612
-1.187215,-19.452055,459.255000
-1.004566,-19.452055,459.367588
-0.821918,-19.452055,459.481375
-0.639269,-19.452055,459.596362
-0.456621,-19.452055,459.712547
-0.273973,-19.452055,459.829932
-0.091324,-19.452055,459.948515
0.091324,-19.452055,460.068297
0.273973,-19.452055,460.189278
0.456621,-19.452055,460.311456
0.639269,-19.452055,460.434833
0.821918,-19.452055,460.559409
1.004566,-19.452055,460.685181
1.187215,-19.452055,460.812152
1.369863,-19.452055,460.940321
1.552511,-19.452055,461.069686
1.735160,-19.452055,461.200250
1.917808,-19.452055,461.332010
2.100457,-19.452055,461.464968
2.283105,-19.452055,461.599123
2.465753,-19.452055,461.734475
2.648402,-19.452055,461.871024
2.831050,-19.452055,462.008770
3.013699,-19.452055,462.147714
3.196347,-19.452055,462.287855
3.378995,-19.452055,462.429193
3.561644,-19.452055,462.571729
3.744292,-19.452055,462.715462
3.926941,-19.452055,462.860394
4.109589,-19.452055,463.006523
4.292237,-19.452055,463.153852
4.474886,-19.452055,463.302379
4.657534,-19.452055,463.452105
4.840183,-19.452055,463.603031
5.022831,-19.452055,463.755157
5.205479,-19.452055,463.908483
5.388128,-19.452055,464.063011
5.570776,-19.452055,464.218740
5.753425,-19.452055,464.375670
5.936073,-19.452055,464.533804
6.118721,-19.452055,464.693141
6.301370,-19.452055,464.853681
6.484018,-19.452055,465.015426
6.666667,-19.452055,465.178375
6.849315,-19.452055,465.342530
7.031963,-19.452055,465.507891
7.214612,-19.452055,465.674459
7.397260,-19.452055,465.842233
7.579909,-19.452055,466.011215
7.762557,-19.452055,466.181405
7.945205,-19.452055,466.352803
8.127854,-19.452055,466.525410
8.310502,-19.452055,466.699225
8.493151,-19.452055,466.874250
8.675799,-19.452055,467.050484
8.858447,-19.452055,467.227927
9.041096,-19.452055,467.406581
9.223744,-19.452055,467.586443
9.406393,-19.452055,467.767516
9.589041,-19.452055,467.949797
9.771689,-19.452055,468.133288
9.954338,-19.452055,468.317988
10.136986,-19.452055,468.503897
10.319635,-19.452055,468.691014
10.502283,-19.452055,468.879340
10.684932,-19.452055,469.068873
10.867580,-19.452055,469.259613
11.050228,-19.452055,469.451560
11.232877,-19.452055,469.644714
11.415525,-19.452055,469.839073
11.598174,-19.452055,470.034637
11.780822,-19.452055,470.231406
11.963470,-19.452055,470.429378
12.146119,-19.452055,470.628555
12.328767,-19.452055,470.828934
12.511416,-19.452055,471.030516
12.694064,-19.452055,471.233299
12.876712,-19.452055,471.437284
13.059361,-19.452055,471.642469
13.242009,-19.452055,471.848855
13.424658,-19.452055,472.056440
13.607306,-19.452055,472.265225
