X_mm,Y_mm,Z_mm,Layer,_matrix_row,_matrix_col
2.0,0.44999999999999996,0.180051,lower,5,25
2.08,0.44999999999999996,0.18005339999999997,lower,5,26
2.16,0.44999999999999996,0.1800558,lower,5,27
2.24,0.44999999999999996,0.18005819999999997,lower,5,28
2.32,0.44999999999999996,0.1800606,lower,5,29
2.4,0.44999999999999996,0.18006299999999997,lower,5,30
2.48,0.44999999999999996,0.1800654,lower,5,31
2.56,0.44999999999999996,0.18006779999999997,lower,5,32
2.64,0.44999999999999996,0.18007019999999999,lower,5,33
2.72,0.44999999999999996,0.18007259999999997,lower,5,34
2.8000000000000003,0.44999999999999996,0.18007499999999999,lower,5,35
2.88,0.44999999999999996,0.18007739999999997,lower,5,36
2.96,0.44999999999999996,0.18007979999999998,lower,5,37
3.04,0.44999999999999996,0.1800822,lower,5,38
3.12,0.44999999999999996,0.18008459999999998,lower,5,39
3.2,0.44999999999999996,0.180087,lower,5,40
3.2800000000000002,0.44999999999999996,0.18008939999999998,lower,5,41
3.36,0.44999999999999996,0.1800918,lower,5,42
3.44,0.44999999999999996,0.18009419999999998,lower,5,43
3.52,0.44999999999999996,0.1800966,lower,5,44
3.6,0.44999999999999996,0.18009899999999998,lower,5,45
3.68,0.44999999999999996,0.1801014,lower,5,46
3.7600000000000002,0.44999999999999996,0.18010379999999998,lower,5,47
3.84,0.44999999999999996,0.1801062,lower,5,48
3.92,0.44999999999999996,0.18010859999999998,lower,5,49
4.0,0.44999999999999996,0.180111,lower,5,50
4.08,0.44999999999999996,0.18011339999999998,lower,5,51
4.16,0.44999999999999996,0.1801158,lower,5,52
4.24,0.44999999999999996,0.18011819999999998,lower,5,53
4.32,0.44999999999999996,0.1801206,lower,5,54
4.4,0.44999999999999996,0.18012299999999998,lower,5,55
4.48,0.44999999999999996,0.1801254,lower,5,56
4.5600000000000005,0.44999999999999996,0.18012779999999998,lower,5,57
4.64,0.44999999999999996,0.1801302,lower,5,58
4.72,0.44999999999999996,0.18013259999999998,lower,5,59
4.8,0.44999999999999996,0.180135,lower,5,60
4.88,0.44999999999999996,0.18013739999999998,lower,5,61
4.96,0.44999999999999996,0.1801398,lower,5,62
5.04,0.44999999999999996,0.18014219999999997,lower,5,63
5.12,0.44999999999999996,0.1801446,lower,5,64
5.2,0.44999999999999996,0.18014699999999997,lower,5,65
5.28,0.44999999999999996,0.1801494,lower,5,66
5.36,0.44999999999999996,0.18015179999999997,lower,5,67
5.44,0.44999999999999996,0.1801542,lower,5,68
5.5200000000000005,0.44999999999999996,0.18015659999999997,lower,5,69
5.6000000000000005,0.44999999999999996,0.18015899999999999,lower,5,70
5.68,0.44999999999999996,0.18016139999999997,lower,5,71
5.76,0.44999999999999996,0.18016379999999999,lower,5,72
5.84,0.44999999999999996,0.18016619999999997,lower,5,73
5.92,0.44999999999999996,0.18016859999999998,lower,5,74
6.0,0.44999999999999996,0.180171,lower,5,75
6.08,0.44999999999999996,0.18017339999999998,lower,5,76
6.16,0.44999999999999996,0.1801758,lower,5,77
6.24,0.44999999999999996,0.18017819999999998,lower,5,78
6.32,0.44999999999999996,0.1801806,lower,5,79
0.0,0.54,0.1799892,lower,6,0
0.08,0.54,0.1799916,lower,6,1
0.16,0.54,0.179994,lower,6,2
0.24,0.54,0.1799964,lower,6,3
0.32,0.54,0.1799988,lower,6,4
0.4,0.54,0.1800012,lower,6,5
0.48,0.54,0.18000359999999999,lower,6,6
0.56,0.54,0.180006,lower,6,7
0.64,0.54,0.18000839999999999,lower,6,8
0.72,0.54,0.1800108,lower,6,9
0.8,0.54,0.18001319999999998,lower,6,10
0.88,0.54,0.1800156,lower,6,11
0.96,0.54,0.18001799999999998,lower,6,12
1.04,0.54,0.1800204,lower,6,13
1.12,0.54,0.18002279999999998,lower,6,14
1.2,0.54,0.1800252,lower,6,15
1.28,0.54,0.18002759999999998,lower,6,16
1.36,0.54,0.18003,lower,6,17
1.44,0.54,0.18003239999999998,lower,6,18
1.52,0.54,0.1800348,lower,6,19
1.6,0.54,0.18003719999999998,lower,6,20
1.68,0.54,0.1800396,lower,6,21
1.76,0.54,0.18004199999999998,lower,6,22
1.84,0.54,0.1800444,lower,6,23
1.92,0.54,0.18004679999999998,lower,6,24
2.0,0.54,0.1800492,lower,6,25
2.08,0.54,0.18005159999999998,lower,6,26
2.16,0.54,0.180054,lower,6,27
2.24,0.54,0.18005639999999998,lower,6,28
2.32,0.54,0.1800588,lower,6,29
2.4,0.54,0.18006119999999998,lower,6,30
2.48,0.54,0.1800636,lower,6,31
2.56,0.54,0.18006599999999998,lower,6,32
2.64,0.54,0.1800684,lower,6,33
2.72,0.54,0.18007079999999998,lower,6,34
2.8000000000000003,0.54,0.1800732,lower,6,35
2.88,0.54,0.18007559999999997,lower,6,36
2.96,0.54,0.180078,lower,6,37
3.04,0.54,0.1800804,lower,6,38
3.12,0.54,0.1800828,lower,6,39
3.2,0.54,0.1800852,lower,6,40
3.2800000000000002,0.54,0.1800876,lower,6,41
3.36,0.54,0.18009,lower,6,42
3.44,0.54,0.18009239999999999,lower,6,43
3.52,0.54,0.1800948,lower,6,44
3.6,0.54,0.18009719999999999,lower,6,45
3.68,0.54,0.1800996,lower,6,46
3.7600000000000002,0.54,0.18010199999999998,lower,6,47
3.84,0.54,0.1801044,lower,6,48
3.92,0.54,0.18010679999999998,lower,6,49
4.0,0.54,0.1801092,lower,6,50
4.08,0.54,0.18011159999999998,lower,6,51
4.16,0.54,0.180114,lower,6,52
4.24,0.54,0.18011639999999998,lower,6,53
4.32,0.54,0.1801188,lower,6,54
4.4,0.54,0.18012119999999998,lower,6,55
4.48,0.54,0.1801236,lower,6,56
4.5600000000000005,0.54,0.18012599999999998,lower,6,57
4.64,0.54,0.1801284,lower,6,58
4.72,0.54,0.18013079999999998,lower,6,59
4.8,0.54,0.1801332,lower,6,60
4.88,0.54,0.18013559999999998,lower,6,61
4.96,0.54,0.180138,lower,6,62
5.04,0.54,0.18014039999999998,lower,6,63
5.12,0.54,0.1801428,lower,6,64
5.2,0.54,0.18014519999999998,lower,6,65
5.28,0.54,0.1801476,lower,6,66
5.36,0.54,0.18014999999999998,lower,6,67
5.44,0.54,0.1801524,lower,6,68
5.5200000000000005,0.54,0.18015479999999998,lower,6,69
5.6000000000000005,0.54,0.1801572,lower,6,70
5.68,0.54,0.18015959999999998,lower,6,71
5.76,0.54,0.180162,lower,6,72
5.84,0.54,0.18016439999999997,lower,6,73
5.92,0.54,0.1801668,lower,6,74
6.0,0.54,0.1801692,lower,6,75
6.08,0.54,0.1801716,lower,6,76
6.16,0.54,0.180174,lower,6,77
6.24,0.54,0.1801764,lower,6,78
6.32,0.54,0.1801788,lower,6,79
0.0,0.63,0.1799874,lower,7,0
0.08,0.63,0.1799898,lower,7,1
0.16,0.63,0.1799922,lower,7,2
0.24,0.63,0.1799946,lower,7,3
0.32,0.63,0.179997,lower,7,4
0.4,0.63,0.1799994,lower,7,5
0.48,0.63,0.1800018,lower,7,6
0.56,0.63,0.1800042,lower,7,7
0.64,0.63,0.1800066,lower,7,8
0.72,0.63,0.180009,lower,7,9
0.8,0.63,0.1800114,lower,7,10
0.88,0.63,0.1800138,lower,7,11
0.96,0.63,0.1800162,lower,7,12
1.04,0.63,0.1800186,lower,7,13
1.12,0.63,0.180021,lower,7,14
1.2,0.63,0.1800234,lower,7,15
1.28,0.63,0.18002579999999999,lower,7,16
1.36,0.63,0.1800282,lower,7,17
1.44,0.63,0.18003059999999999,lower,7,18
1.52,0.63,0.180033,lower,7,19
1.6,0.63,0.18003539999999998,lower,7,20
1.68,0.63,0.1800378,lower,7,21
1.76,0.63,0.18004019999999998,lower,7,22
1.84,0.63,0.1800426,lower,7,23
1.92,0.63,0.18004499999999998,lower,7,24
2.0,0.63,0.1800474,lower,7,25
2.08,0.63,0.18004979999999998,lower,7,26
2.16,0.63,0.1800522,lower,7,27
2.24,0.63,0.18005459999999998,lower,7,28
2.32,0.63,0.180057,lower,7,29
2.4,0.63,0.18005939999999998,lower,7,30
2.48,0.63,0.1800618,lower,7,31
2.56,0.63,0.18006419999999998,lower,7,32
2.64,0.63,0.1800666,lower,7,33
2.72,0.63,0.18006899999999998,lower,7,34
2.8000000000000003,0.63,0.1800714,lower,7,35
2.88,0.63,0.18007379999999998,lower,7,36
2.96,0.63,0.1800762,lower,7,37
3.04,0.63,0.1800786,lower,7,38
3.12,0.63,0.180081,lower,7,39
3.2,0.63,0.1800834,lower,7,40
3.2800000000000002,0.63,0.1800858,lower,7,41
3.36,0.63,0.1800882,lower,7,42
3.44,0.63,0.1800906,lower,7,43
3.52,0.63,0.180093,lower,7,44
3.6,0.63,0.1800954,lower,7,45
3.68,0.63,0.1800978,lower,7,46
3.7600000000000002,0.63,0.1801002,lower,7,47
3.84,0.63,0.1801026,lower,7,48
3.92,0.63,0.180105,lower,7,49
4.0,0.63,0.1801074,lower,7,50
