Precitec Optronik - FSS Explorer v2.749 - SCAN PATH DATA;
ScanProgram: <V450TopologyDemo>;
#Object: AreaScan; PointsPerLine: 30; NumberOfLines: 20;
#Encoder V;Encoder Z;Encoder Y;Encoder X;Thickness 1;Intensity;X Pos [mm];Y Pos [mm]
1;2;3;4;225.954680;50049;2.320000;0.360000
1;2;3;4;225.410360;50059;2.320000;0.540000
1;2;3;4;224.908600;50058;2.240000;0.540000
1;2;3;4;224.442680;50057;2.160000;0.540000
1;2;3;4;224.012600;50056;2.080000;0.540000
1;2;3;4;223.618360;50055;2.000000;0.540000
1;2;3;4;223.259960;50054;1.920000;0.540000
1;2;3;4;222.937400;50053;1.840000;0.540000
1;2;3;4;222.650680;50052;1.760000;0.540000
1;2;3;4;222.399800;50051;1.680000;0.540000
1;2;3;4;222.184760;50050;1.600000;0.540000
1;2;3;4;222.005560;50049;1.520000;0.540000
1;2;3;4;221.862200;50048;1.440000;0.540000
1;2;3;4;221.754680;50047;1.360000;0.540000
1;2;3;4;221.683000;50046;1.280000;0.540000
1;2;3;4;221.647160;50045;1.200000;0.540000
1;2;3;4;221.647160;50044;1.120000;0.540000
1;2;3;4;221.683000;50043;1.040000;0.540000
1;2;3;4;221.754680;50042;0.960000;0.540000
1;2;3;4;221.862200;50041;0.880000;0.540000
1;2;3;4;222.005560;50040;0.800000;0.540000
1;2;3;4;222.184760;50039;0.720000;0.540000
1;2;3;4;222.399800;50038;0.640000;0.540000
1;2;3;4;222.650680;50037;0.560000;0.540000
1;2;3;4;222.937400;50036;0.480000;0.540000
1;2;3;4;223.259960;50035;0.400000;0.540000
1;2;3;4;223.618360;50034;0.320000;0.540000
1;2;3;4;224.012600;50033;0.240000;0.540000
1;2;3;4;224.442680;50032;0.160000;0.540000
1;2;3;4;224.908600;50031;0.080000;0.540000
1;2;3;4;225.410360;50030;0.000000;0.540000
1;2;3;4;224.943800;50040;0.000000;0.720000
1;2;3;4;224.442040;50041;0.080000;0.720000
1;2;3;4;223.976120;50042;0.160000;0.720000
1;2;3;4;223.546040;50043;0.240000;0.720000
1;2;3;4;223.151800;50044;0.320000;0.720000
1;2;3;4;222.793400;50045;0.400000;0.720000
1;2;3;4;222.470840;50046;0.480000;0.720000
1;2;3;4;222.184120;50047;0.560000;0.720000
1;2;3;4;221.933240;50048;0.640000;0.720000
1;2;3;4;221.718200;50049;0.720000;0.720000
1;2;3;4;221.539000;50050;0.800000;0.720000
1;2;3;4;221.395640;50051;0.880000;0.720000
1;2;3;4;221.288120;50052;0.960000;0.720000
1;2;3;4;221.216440;50053;1.040000;0.720000
1;2;3;4;221.180600;50054;1.120000;0.720000
1;2;3;4;221.180600;50055;1.200000;0.720000
1;2;3;4;221.216440;50056;1.280000;0.720000
1;2;3;4;221.288120;50057;1.360000;0.720000
1;2;3;4;221.395640;50058;1.440000;0.720000
1;2;3;4;221.539000;50059;1.520000;0.720000
1;2;3;4;221.718200;50060;1.600000;0.720000
1;2;3;4;221.933240;50061;1.680000;0.720000
1;2;3;4;222.184120;50062;1.760000;0.720000
1;2;3;4;222.470840;50063;1.840000;0.720000
1;2;3;4;222.793400;50064;1.920000;0.720000
1;2;3;4;223.151800;50065;2.000000;0.720000
1;2;3;4;223.546040;50066;2.080000;0.720000
1;2;3;4;223.976120;50067;2.160000;0.720000
1;2;3;4;224.442040;50068;2.240000;0.720000
1;2;3;4;224.943800;50069;2.320000;0.720000
1;2;3;4;224.555000;50079;2.320000;0.900000
1;2;3;4;224.053240;50078;2.240000;0.900000
1;2;3;4;223.587320;50077;2.160000;0.900000
1;2;3;4;223.157240;50076;2.080000;0.900000
1;2;3;4;222.763000;50075;2.000000;0.900000
1;2;3;4;222.404600;50074;1.920000;0.900000
1;2;3;4;222.082040;50073;1.840000;0.900000
1;2;3;4;221.795320;50072;1.760000;0.900000
1;2;3;4;221.544440;50071;1.680000;0.900000
1;2;3;4;221.329400;50070;1.600000;0.900000
1;2;3;4;221.150200;50069;1.520000;0.900000
1;2;3;4;221.006840;50068;1.440000;0.900000
1;2;3;4;220.899320;50067;1.360000;0.900000
1;2;3;4;220.827640;50066;1.280000;0.900000
1;2;3;4;220.791800;50065;1.200000;0.900000
1;2;3;4;220.791800;50064;1.120000;0.900000
1;2;3;4;220.827640;50063;1.040000;0.900000
1;2;3;4;220.899320;50062;0.960000;0.900000
1;2;3;4;221.006840;50061;0.880000;0.900000
1;2;3;4;221.150200;50060;0.800000;0.900000
1;2;3;4;221.329400;50059;0.720000;0.900000
1;2;3;4;221.544440;50058;0.640000;0.900000
1;2;3;4;221.795320;50057;0.560000;0.900000
1;2;3;4;222.082040;50056;0.480000;0.900000
1;2;3;4;222.404600;50055;0.400000;0.900000
1;2;3;4;222.763000;50054;0.320000;0.900000
1;2;3;4;223.157240;50053;0.240000;0.900000
1;2;3;4;223.587320;50052;0.160000;0.900000
1;2;3;4;224.053240;50051;0.080000;0.900000
1;2;3;4;224.555000;50050;0.000000;0.900000
1;2;3;4;224.243960;50060;0.000000;1.080000
1;2;3;4;223.742200;50061;0.080000;1.080000
1;2;3;4;223.276280;50062;0.160000;1.080000
1;2;3;4;222.846200;50063;0.240000;1.080000
1;2;3;4;222.451960;50064;0.320000;1.080000
1;2;3;4;222.093560;50065;0.400000;1.080000
1;2;3;4;221.771000;50066;0.480000;1.080000
1;2;3;4;221.484280;50067;0.560000;1.080000
1;2;3;4;221.233400;50068;0.640000;1.080000
1;2;3;4;221.018360;50069;0.720000;1.080000
1;2;3;4;220.839160;50070;0.800000;1.080000
1;2;3;4;220.695800;50071;0.880000;1.080000
1;2;3;4;220.588280;50072;0.960000;1.080000
1;2;3;4;220.516600;50073;1.040000;1.080000
1;2;3;4;220.480760;50074;1.120000;1.080000
1;2;3;4;220.480760;50075;1.200000;1.080000
1;2;3;4;220.516600;50076;1.280000;1.080000
1;2;3;4;220.588280;50077;1.360000;1.080000
1;2;3;4;220.695800;50078;1.440000;1.080000
1;2;3;4;220.839160;50079;1.520000;1.080000
1;2;3;4;221.018360;50080;1.600000;1.080000
1;2;3;4;221.233400;50081;1.680000;1.080000
1;2;3;4;221.484280;50082;1.760000;1.080000
1;2;3;4;221.771000;50083;1.840000;1.080000
1;2;3;4;222.093560;50084;1.920000;1.080000
1;2;3;4;222.451960;50085;2.000000;1.080000
1;2;3;4;222.846200;50086;2.080000;1.080000
1;2;3;4;223.276280;50087;2.160000;1.080000
1;2;3;4;223.742200;50088;2.240000;1.080000
1;2;3;4;224.243960;50089;2.320000;1.080000
1;2;3;4;224.010680;50099;2.320000;1.260000
1;2;3;4;223.508920;50098;2.240000;1.260000
1;2;3;4;223.043000;50097;2.160000;1.260000
1;2;3;4;222.612920;50096;2.080000;1.260000
1;2;3;4;222.218680;50095;2.000000;1.260000
1;2;3;4;221.860280;50094;1.920000;1.260000
1;2;3;4;221.537720;50093;1.840000;1.260000
1;2;3;4;221.251000;50092;1.760000;1.260000
1;2;3;4;221.000120;50091;1.680000;1.260000
1;2;3;4;220.785080;50090;1.600000;1.260000
1;2;3;4;220.605880;50089;1.520000;1.260000
1;2;3;4;bad;50088;1.440000;1.260000
1;2;3;4;220.355000;50087;1.360000;1.260000
1;2;3;4;220.283320;50086;1.280000;1.260000
1;2;3;4;220.247480;50085;1.200000;1.260000
1;2;3;4;220.247480;50084;1.120000;1.260000
1;2;3;4;220.283320;50083;1.040000;1.260000
1;2;3;4;220.355000;50082;0.960000;1.260000
1;2;3;4;220.462520;50081;0.880000;1.260000
1;2;3;4;220.605880;50080;0.800000;1.260000
1;2;3;4;220.785080;50079;0.720000;1.260000
1;2;3;4;221.000120;50078;0.640000;1.260000
1;2;3;4;221.251000;50077;0.560000;1.260000
1;2;3;4;221.537720;50076;0.480000;1.260000
1;2;3;4;221.860280;50075;0.400000;1.260000
1;2;3;4;222.218680;50074;0.320000;1.260000
1;2;3;4;222.612920;50073;0.240000;1.260000
1;2;3;4;223.043000;50072;0.160000;1.260000
1;2;3;4;223.508920;50071;0.080000;1.260000
1;2;3;4;224.010680;50070;0.000000;1.260000
1;2;3;4;223.855160;50080;0.000000;1.440000
1;2;3;4;223.353400;50081;0.080000;1.440000
1;2;3;4;222.887480;50082;0.160000;1.440000
1;2;3;4;222.457400;50083;0.240000;1.440000
1;2;3;4;222.063160;50084;0.320000;1.440000
1;2;3;4;221.704760;50085;0.400000;1.440000
1;2;3;4;221.382200;50086;0.480000;1.440000
1;2;3;4;221.095480;50087;0.560000;1.440000
1;2;3;4;220.844600;50088;0.640000;1.440000
1;2;3;4;220.629560;50089;0.720000;1.440000
1;2;3;4;220.450360;50090;0.800000;1.440000
1;2;3;4;220.307000;50091;0.880000;1.440000
1;2;3;4;220.199480;50092;0.960000;1.440000
1;2;3;4;220.127800;50093;1.040000;1.440000
1;2;3;4;220.091960;50094;1.120000;1.440000
1;2;3;4;220.091960;50095;1.200000;1.440000
1;2;3;4;220.127800;50096;1.280000;1.440000
1;2;3;4;220.199480;50097;1.360000;1.440000
1;2;3;4;220.307000;50098;1.440000;1.440000
1;2;3;4;220.450360;50099;1.520000;1.440000
1;2;3;4;220.629560;50100;1.600000;1.440000
1;2;3;4;220.844600;50101;1.680000;1.440000
1;2;3;4;221.095480;50102;1.760000;1.440000
1;2;3;4;221.382200;50103;1.840000;1.440000
1;2;3;4;221.704760;50104;1.920000;1.440000
1;2;3;4;222.063160;50105;2.000000;1.440000
1;2;3;4;222.457400;50106;2.080000;1.440000
1;2;3;4;222.887480;50107;2.160000;1.440000
1;2;3;4;223.353400;50108;2.240000;1.440000
1;2;3;4;223.855160;50109;2.320000;1.440000
1;2;3;4;223.777400;50119;2.320000;1.620000
1;2;3;4;223.275640;50118;2.240000;1.620000
1;2;3;4;222.809720;50117;2.160000;1.620000
1;2;3;4;222.379640;50116;2.080000;1.620000
1;2;3;4;221.985400;50115;2.000000;1.620000
1;2;3;4;221.627000;50114;1.920000;1.620000
1;2;3;4;221.304440;50113;1.840000;1.620000
1;2;3;4;221.017720;50112;1.760000;1.620000
1;2;3;4;220.766840;50111;1.680000;1.620000
1;2;3;4;220.551800;50110;1.600000;1.620000
1;2;3;4;220.372600;50109;1.520000;1.620000
1;2;3;4;220.229240;50108;1.440000;1.620000
1;2;3;4;220.121720;50107;1.360000;1.620000
1;2;3;4;220.050040;50106;1.280000;1.620000
1;2;3;4;220.014200;50105;1.200000;1.620000
1;2;3;4;220.014200;50104;1.120000;1.620000
1;2;3;4;220.050040;50103;1.040000;1.620000
1;2;3;4;220.121720;50102;0.960000;1.620000
1;2;3;4;220.229240;50101;0.880000;1.620000
1;2;3;4;220.372600;50100;0.800000;1.620000
1;2;3;4;220.551800;50099;0.720000;1.620000
1;2;3;4;220.766840;50098;0.640000;1.620000
1;2;3;4;221.017720;50097;0.560000;1.620000
1;2;3;4;221.304440;50096;0.480000;1.620000
1;2;3;4;221.627000;50095;0.400000;1.620000
1;2;3;4;221.985400;50094;0.320000;1.620000
1;2;3;4;222.379640;50093;0.240000;1.620000
1;2;3;4;222.809720;50092;0.160000;1.620000
1;2;3;4;223.275640;50091;0.080000;1.620000
1;2;3;4;223.777400;50090;0.000000;1.620000
1;2;3;4;223.777400;50100;0.000000;1.800000
1;2;3;4;223.275640;50101;0.080000;1.800000
1;2;3;4;222.809720;50102;0.160000;1.800000
1;2;3;4;222.379640;50103;0.240000;1.800000
1;2;3;4;221.985400;50104;0.320000;1.800000
1;2;3;4;221.627000;50105;0.400000;1.800000
1;2;3;4;221.304440;50106;0.480000;1.800000
1;2;3;4;221.017720;50107;0.560000;1.800000
1;2;3;4;220.766840;50108;0.640000;1.800000
1;2;3;4;220.551800;50109;0.720000;1.800000
1;2;3;4;220.372600;50110;0.800000;1.800000
1;2;3;4;220.229240;50111;0.880000;1.800000
1;2;3;4;220.121720;50112;0.960000;1.800000
1;2;3;4;220.050040;50113;1.040000;1.800000
1;2;3;4;220.014200;50114;1.120000;1.800000
1;2;3;4;220.014200;50115;1.200000;1.800000
1;2;3;4;220.050040;50116;1.280000;1.800000
1;2;3;4;220.121720;50117;1.360000;1.800000
1;2;3;4;220.229240;50118;1.440000;1.800000
1;2;3;4;220.372600;50119;1.520000;1.800000
1;2;3;4;220.551800;50120;1.600000;1.800000
1;2;3;4;220.766840;50121;1.680000;1.800000
1;2;3;4;221.017720;50122;1.760000;1.800000
1;2;3;4;221.304440;50123;1.840000;1.800000
1;2;3;4;221.627000;50124;1.920000;1.800000
1;2;3;4;221.985400;50125;2.000000;1.800000
1;2;3;4;222.379640;50126;2.080000;1.800000
1;2;3;4;222.809720;50127;2.160000;1.800000
1;2;3;4;223.275640;50128;2.240000;1.800000
1;2;3;4;223.777400;50129;2.320000;1.800000
1;2;3;4;223.855160;50139;2.320000;1.980000
1;2;3;4;223.353400;50138;2.240000;1.980000
1;2;3;4;222.887480;50137;2.160000;1.980000
1;2;3;4;222.457400;50136;2.080000;1.980000
1;2;3;4;222.063160;50135;2.000000;1.980000
1;2;3;4;221.704760;50134;1.920000;1.980000
1;2;3;4;221.382200;50133;1.840000;1.980000
1;2;3;4;221.095480;50132;1.760000;1.980000
1;2;3;4;220.844600;50131;1.680000;1.980000
1;2;3;4;220.629560;50130;1.600000;1.980000
1;2;3;4;220.450360;50129;1.520000;1.980000
1;2;3;4;220.307000;50128;1.440000;1.980000
1;2;3;4;220.199480;50127;1.360000;1.980000
1;2;3;4;220.127800;50126;1.280000;1.980000
1;2;3;4;220.091960;50125;1.200000;1.980000
1;2;3;4;220.091960;50124;1.120000;1.980000
1;2;3;4;220.127800;50123;1.040000;1.980000
1;2;3;4;220.199480;50122;0.960000;1.980000
1;2;3;4;220.307000;50121;0.880000;1.980000
1;2;3;4;220.450360;50120;0.800000;1.980000
1;2;3;4;220.629560;50119;0.720000;1.980000
1;2;3;4;220.844600;50118;0.640000;1.980000
1;2;3;4;221.095480;50117;0.560000;1.980000
1;2;3;4;221.382200;50116;0.480000;1.980000
1;2;3;4;221.704760;50115;0.400000;1.980000
1;2;3;4;222.063160;50114;0.320000;1.980000
1;2;3;4;222.457400;50113;0.240000;1.980000
1;2;3;4;222.887480;50112;0.160000;1.980000
1;2;3;4;223.353400;50111;0.080000;1.980000
1;2;3;4;223.855160;50110;0.000000;1.980000
1;2;3;4;224.010680;50120;0.000000;2.160000
1;2;3;4;223.508920;50121;0.080000;2.160000
1;2;3;4;223.043000;50122;0.160000;2.160000
1;2;3;4;222.612920;50123;0.240000;2.160000
1;2;3;4;222.218680;50124;0.320000;2.160000
1;2;3;4;221.860280;50125;0.400000;2.160000
1;2;3;4;221.537720;50126;0.480000;2.160000
1;2;3;4;221.251000;50127;0.560000;2.160000
1;2;3;4;221.000120;50128;0.640000;2.160000
1;2;3;4;220.785080;50129;0.720000;2.160000
1;2;3;4;220.605880;50130;0.800000;2.160000
1;2;3;4;220.462520;50131;0.880000;2.160000
1;2;3;4;220.355000;50132;0.960000;2.160000
1;2;3;4;220.283320;50133;1.040000;2.160000
1;2;3;4;220.247480;50134;1.120000;2.160000
1;2;3;4;220.247480;50135;1.200000;2.160000
1;2;3;4;220.283320;50136;1.280000;2.160000
1;2;3;4;220.355000;50137;1.360000;2.160000
1;2;3;4;220.462520;50138;1.440000;2.160000
1;2;3;4;220.605880;50139;1.520000;2.160000
1;2;3;4;220.785080;50140;1.600000;2.160000
1;2;3;4;221.000120;50141;1.680000;2.160000
1;2;3;4;221.251000;50142;1.760000;2.160000
1;2;3;4;221.537720;50143;1.840000;2.160000
1;2;3;4;221.860280;50144;1.920000;2.160000
1;2;3;4;222.218680;50145;2.000000;2.160000
1;2;3;4;222.612920;50146;2.080000;2.160000
1;2;3;4;223.043000;50147;2.160000;2.160000
1;2;3;4;223.508920;50148;2.240000;2.160000
1;2;3;4;224.010680;50149;2.320000;2.160000
1;2;3;4;224.243960;50159;2.320000;2.340000
1;2;3;4;223.742200;50158;2.240000;2.340000
1;2;3;4;223.276280;50157;2.160000;2.340000
1;2;3;4;222.846200;50156;2.080000;2.340000
1;2;3;4;222.451960;50155;2.000000;2.340000
1;2;3;4;222.093560;50154;1.920000;2.340000
1;2;3;4;221.771000;50153;1.840000;2.340000
1;2;3;4;221.484280;50152;1.760000;2.340000
1;2;3;4;221.233400;50151;1.680000;2.340000
1;2;3;4;221.018360;50150;1.600000;2.340000
1;2;3;4;220.839160;50149;1.520000;2.340000
1;2;3;4;220.695800;50148;1.440000;2.340000
1;2;3;4;220.588280;50147;1.360000;2.340000
1;2;3;4;220.516600;50146;1.280000;2.340000
1;2;3;4;220.480760;50145;1.200000;2.340000
1;2;3;4;220.480760;50144;1.120000;2.340000
1;2;3;4;220.516600;50143;1.040000;2.340000
1;2;3;4;220.588280;50142;0.960000;2.340000
1;2;3;4;220.695800;50141;0.880000;2.340000
1;2;3;4;220.839160;50140;0.800000;2.340000
1;2;3;4;221.018360;50139;0.720000;2.340000
1;2;3;4;221.233400;50138;0.640000;2.340000
1;2;3;4;221.484280;50137;0.560000;2.340000
1;2;3;4;221.771000;50136;0.480000;2.340000
1;2;3;4;222.093560;50135;0.400000;2.340000
1;2;3;4;222.451960;50134;0.320000;2.340000
1;2;3;4;222.846200;50133;0.240000;2.340000
1;2;3;4;223.276280;50132;0.160000;2.340000
1;2;3;4;223.742200;50131;0.080000;2.340000
1;2;3;4;224.243960;50130;0.000000;2.340000
1;2;3;4;224.555000;50140;0.000000;2.520000
1;2;3;4;224.053240;50141;0.080000;2.520000
1;2;3;4;223.587320;50142;0.160000;2.520000
1;2;3;4;223.157240;50143;0.240000;2.520000
1;2;3;4;222.763000;50144;0.320000;2.520000
1;2;3;4;222.404600;50145;0.400000;2.520000
1;2;3;4;222.082040;50146;0.480000;2.520000
1;2;3;4;221.795320;50147;0.560000;2.520000
1;2;3;4;221.544440;50148;0.640000;2.520000
1;2;3;4;221.329400;50149;0.720000;2.520000
1;2;3;4;221.150200;50150;0.800000;2.520000
1;2;3;4;221.006840;50151;0.880000;2.520000
1;2;3;4;220.899320;50152;0.960000;2.520000
1;2;3;4;220.827640;50153;1.040000;2.520000
1;2;3;4;220.791800;50154;1.120000;2.520000
1;2;3;4;220.791800;50155;1.200000;2.520000
1;2;3;4;220.827640;50156;1.280000;2.520000
1;2;3;4;220.899320;50157;1.360000;2.520000
1;2;3;4;221.006840;50158;1.440000;2.520000
1;2;3;4;221.150200;50159;1.520000;2.520000
1;2;3;4;221.329400;50160;1.600000;2.520000
1;2;3;4;221.544440;50161;1.680000;2.520000
1;2;3;4;221.795320;50162;1.760000;2.520000
1;2;3;4;222.082040;50163;1.840000;2.520000
1;2;3;4;222.404600;50164;1.920000;2.520000
1;2;3;4;222.763000;50165;2.000000;2.520000
1;2;3;4;223.157240;50166;2.080000;2.520000
1;2;3;4;223.587320;50167;2.160000;2.520000
1;2;3;4;224.053240;50168;2.240000;2.520000
1;2;3;4;224.555000;50169;2.320000;2.520000
1;2;3;4;224.943800;50179;2.320000;2.700000
1;2;3;4;224.442040;50178;2.240000;2.700000
1;2;3;4;223.976120;50177;2.160000;2.700000
1;2;3;4;223.546040;50176;2.080000;2.700000
1;2;3;4;223.151800;50175;2.000000;2.700000
1;2;3;4;222.793400;50174;1.920000;2.700000
1;2;3;4;222.470840;50173;1.840000;2.700000
1;2;3;4;222.184120;50172;1.760000;2.700000
1;2;3;4;221.933240;50171;1.680000;2.700000
1;2;3;4;221.718200;50170;1.600000;2.700000
1;2;3;4;221.539000;50169;1.520000;2.700000
1;2;3;4;221.395640;50168;1.440000;2.700000
1;2;3;4;221.288120;50167;1.360000;2.700000
1;2;3;4;221.216440;50166;1.280000;2.700000
1;2;3;4;221.180600;50165;1.200000;2.700000
1;2;3;4;221.180600;50164;1.120000;2.700000
1;2;3;4;221.216440;50163;1.040000;2.700000
1;2;3;4;221.288120;50162;0.960000;2.700000
1;2;3;4;221.395640;50161;0.880000;2.700000
1;2;3;4;221.539000;50160;0.800000;2.700000
1;2;3;4;221.718200;50159;0.720000;2.700000
1;2;3;4;221.933240;50158;0.640000;2.700000
1;2;3;4;222.184120;50157;0.560000;2.700000
1;2;3;4;222.470840;50156;0.480000;2.700000
1;2;3;4;222.793400;50155;0.400000;2.700000
1;2;3;4;223.151800;50154;0.320000;2.700000
1;2;3;4;223.546040;50153;0.240000;2.700000
1;2;3;4;223.976120;50152;0.160000;2.700000
1;2;3;4;224.442040;50151;0.080000;2.700000
1;2;3;4;224.943800;50150;0.000000;2.700000
1;2;3;4;225.410360;50160;0.000000;2.880000
1;2;3;4;224.908600;50161;0.080000;2.880000
1;2;3;4;224.442680;50162;0.160000;2.880000
1;2;3;4;224.012600;50163;0.240000;2.880000
1;2;3;4;223.618360;50164;0.320000;2.880000
1;2;3;4;223.259960;50165;0.400000;2.880000
1;2;3;4;222.937400;50166;0.480000;2.880000
1;2;3;4;222.650680;50167;0.560000;2.880000
1;2;3;4;222.399800;50168;0.640000;2.880000
1;2;3;4;222.184760;50169;0.720000;2.880000
1;2;3;4;222.005560;50170;0.800000;2.880000
1;2;3;4;221.862200;50171;0.880000;2.880000
1;2;3;4;221.754680;50172;0.960000;2.880000
1;2;3;4;221.683000;50173;1.040000;2.880000
1;2;3;4;221.647160;50174;1.120000;2.880000
1;2;3;4;221.647160;50175;1.200000;2.880000
1;2;3;4;221.683000;50176;1.280000;2.880000
1;2;3;4;221.754680;50177;1.360000;2.880000
1;2;3;4;221.862200;50178;1.440000;2.880000
1;2;3;4;222.005560;50179;1.520000;2.880000
1;2;3;4;222.184760;50180;1.600000;2.880000
1;2;3;4;222.399800;50181;1.680000;2.880000
1;2;3;4;222.650680;50182;1.760000;2.880000
1;2;3;4;222.937400;50183;1.840000;2.880000
1;2;3;4;223.259960;50184;1.920000;2.880000
1;2;3;4;223.618360;50185;2.000000;2.880000
1;2;3;4;224.012600;50186;2.080000;2.880000
1;2;3;4;224.442680;50187;2.160000;2.880000
1;2;3;4;224.908600;50188;2.240000;2.880000
1;2;3;4;225.410360;50189;2.320000;2.880000
1;2;3;4;225.954680;50199;2.320000;3.060000
1;2;3;4;225.452920;50198;2.240000;3.060000
1;2;3;4;224.987000;50197;2.160000;3.060000
1;2;3;4;224.556920;50196;2.080000;3.060000
1;2;3;4;224.162680;50195;2.000000;3.060000
1;2;3;4;223.804280;50194;1.920000;3.060000
1;2;3;4;223.481720;50193;1.840000;3.060000
1;2;3;4;223.195000;50192;1.760000;3.060000
1;2;3;4;222.944120;50191;1.680000;3.060000
1;2;3;4;222.729080;50190;1.600000;3.060000
1;2;3;4;222.549880;50189;1.520000;3.060000
1;2;3;4;222.406520;50188;1.440000;3.060000
1;2;3;4;222.299000;50187;1.360000;3.060000
1;2;3;4;222.227320;50186;1.280000;3.060000
1;2;3;4;222.191480;50185;1.200000;3.060000
1;2;3;4;222.191480;50184;1.120000;3.060000
1;2;3;4;222.227320;50183;1.040000;3.060000
