X,Y,Z,Region
7.0863,7.133542,154.9875505285898,measure
7.133542,7.133542,154.52468317269216,measure
7.180784,7.133542,154.71598260518255,measure
7.228026,7.133542,154.6941607191972,measure
7.275268,7.133542,154.5838700617869,measure
7.32251,7.133542,155.09172089795712,measure
7.369752,7.133542,155.58037950221097,measure
7.416994,7.133542,155.00276186329688,measure
7.464236,7.133542,154.65900719200607,measure
7.511478,7.133542,155.21244765731498,measure
7.55872,7.133542,154.684405969207,measure
7.605962,7.133542,155.28773267684414,measure
7.653204,7.133542,154.72993958167737,measure
7.7004459999999995,7.133542,154.22945675371503,measure
7.747688,7.133542,155.56894229438092,measure
7.79493,7.133542,155.2974349708944,measure
7.842172,7.133542,153.62293825427713,measure
7.8894139999999995,7.133542,154.98808645867615,measure
7.936656,7.133542,155.2838371090025,measure
7.983898,7.133542,155.07201836641923,measure
8.03114,7.133542,154.89985616175773,measure
8.078382,7.133542,155.02471363298582,measure
8.125624,7.133542,233.77810073411973,measure
8.172865999999999,7.133542,155.02128248333588,measure
8.220108,7.133542,154.8252904488208,measure
8.26735,7.133542,154.94981423898867,measure
8.314592,7.133542,156.58347040868682,measure
8.361834,7.133542,155.46955693153606,measure
8.409076,7.133542,155.64163676190682,measure
8.456318,7.133542,155.69232487929764,measure
8.50356,7.133542,154.47083292820543,measure
8.550802,7.133542,155.03508480722877,measure
8.598044,7.133542,155.95918524651125,measure
8.645286,7.133542,154.94825057235536,measure
8.692528,7.133542,154.53894313132136,measure
8.73977,7.133542,154.2430964665081,measure
8.787012,7.133542,154.38925570293173,measure
8.834254,7.133542,153.81469331374822,measure
8.881496,7.133542,154.21908418971063,measure
8.928738,7.133542,155.77717822377997,measure
8.97598,7.133542,156.85153143363559,measure
9.023222,7.133542,154.49393485191797,measure
9.070464,7.133542,153.52762041000332,measure
9.117706,7.133542,155.74565204613114,measure
9.164947999999999,7.133542,155.63435234859318,measure
9.21219,7.133542,153.9893878069556,measure
9.259432,7.133542,154.42664034054334,measure
9.306674,7.133542,155.3807320880987,measure
9.353916,7.133542,154.33643622036422,measure
9.401158,7.133542,155.12237062623066,measure
9.4484,7.133542,156.05197229496835,measure
9.495642,7.133542,153.73442698956094,measure
9.542883999999999,7.133542,155.76505057026952,measure
9.590126,7.133542,154.19749171925685,measure
9.637368,7.133542,156.06482026821223,measure
9.68461,7.133542,155.95780139604628,measure
9.731852,7.133542,154.1807870400958,measure
9.779094,7.133542,154.95822302384076,measure
9.826336,7.133542,154.5156377645132,measure
9.873578,7.133542,153.71590016304813,measure
9.920819999999999,7.133542,155.84357664912818,measure
9.968062,7.133542,155.22160561294535,measure
10.015304,7.133542,155.41577627628902,measure
10.062546,7.133542,155.06105343357052,measure
10.109788,7.133542,156.16616254306797,measure
10.15703,7.133542,155.59250183006245,measure
10.204272,7.133542,155.2199723057151,measure
10.251514,7.133542,154.2776482049846,measure
10.298756,7.133542,153.5191882803311,measure
10.345998,7.133542,155.05586064241396,measure
1.65347,7.0863,154.77625743534384,measure
1.700712,7.0863,155.71314689168665,measure
1.747954,7.0863,154.97173185297734,measure
1.795196,7.0863,157.04098949439816,measure
1.842438,7.0863,155.00944212020514,measure
1.88968,7.0863,155.10387733548953,measure
1.936922,7.0863,155.7596035577514,measure
1.984164,7.0863,154.55955938279854,measure
2.031406,7.0863,153.5216175332506,measure
2.078648,7.0863,155.14853091102643,measure
2.12589,7.0863,154.9348350395458,measure
2.173132,7.0863,154.76463915170777,measure
2.220374,7.0863,156.25802629621452,measure
2.267616,7.0863,155.38659019625499,measure
2.314858,7.0863,155.34888550020042,measure
2.3621,7.0863,156.80562545296524,measure
2.409342,7.0863,154.8304553277153,measure
2.456584,7.0863,156.47791736029808,measure
2.503826,7.0863,155.90249564530453,measure
2.551068,7.0863,155.151285516498,measure
2.59831,7.0863,155.10046415001204,measure
2.645552,7.0863,155.0428351428802,measure
2.692794,7.0863,156.74251678579503,measure
2.740036,7.0863,153.511156381953,measure
2.787278,7.0863,155.54170770516882,measure
2.83452,7.0863,154.13133930871226,measure
2.881762,7.0863,154.4488380533764,measure
2.929004,7.0863,156.53749981316585,measure
2.976246,7.0863,155.3474742188409,measure
3.023488,7.0863,155.76504189118594,measure
3.0707299999999997,7.0863,155.7798162744463,measure
3.117972,7.0863,153.37635351731183,measure
3.1652139999999997,7.0863,154.09864497639884,measure
3.212456,7.0863,155.7670848989458,measure
3.2596979999999998,7.0863,155.3393315817356,measure
3.30694,7.0863,154.60101382728774,measure
3.3541819999999998,7.0863,156.55382996741062,measure
3.401424,7.0863,155.87775153468647,measure
3.448666,7.0863,156.1445277251243,measure
3.495908,7.0863,154.40475315168158,measure
3.54315,7.0863,156.00688274631398,measure
3.590392,7.0863,155.33008867170244,measure
3.637634,7.0863,155.32707156874204,measure
3.684876,7.0863,154.35692164725984,measure
3.732118,7.0863,155.02038202584382,measure
3.77936,7.0863,153.90599170143284,measure
3.826602,7.0863,155.06434704079726,measure
3.873844,7.0863,155.45303332019907,measure
3.921086,7.0863,154.94766809776408,measure
3.968328,7.0863,155.84565337168695,measure
4.01557,7.0863,156.81549455769712,measure
4.062812,7.0863,154.20772743230685,measure
4.110054,7.0863,154.94008960204462,measure
4.157296,7.0863,154.09858346201514,measure
4.204538,7.0863,155.15883633139703,measure
4.25178,7.0863,154.6263324707928,measure
4.299022,7.0863,156.20755621546516,measure
4.346264,7.0863,155.0751679190901,measure
4.393506,7.0863,156.35078552883752,measure
4.440748,7.0863,156.08480448555122,measure
4.48799,7.0863,156.60118084852027,measure
4.535232,7.0863,154.32679028049566,measure
4.5824739999999995,7.0863,155.44605639124185,measure
4.629716,7.0863,155.4509825321545,measure
4.676958,7.0863,156.64880465168778,measure
4.7242,7.0863,154.59449294194667,measure
4.7714419999999995,7.0863,154.13540749989673,measure
4.818684,7.0863,155.31390343804958,measure
4.865926,7.0863,154.7869242807224,measure
4.913168,7.0863,155.77509412259957,measure
4.9604099999999995,7.0863,155.48226850448617,measure
5.007652,7.0863,155.30932028711652,measure
5.054894,7.0863,154.96322605998955,measure
5.102136,7.0863,155.85799757056662,measure
5.149378,7.0863,155.47563934250945,measure
5.19662,7.0863,154.26687375142384,measure
5.243862,7.0863,155.1521116497087,measure
5.291104,7.0863,155.91752244040723,measure
5.338346,7.0863,155.57585222932505,measure
5.385588,7.0863,154.27172468897714,measure
5.43283,7.0863,155.03424696562175,measure
5.480072,7.0863,155.8584214379782,measure
5.527314,7.0863,157.71731131969682,measure
5.574556,7.0863,155.0103907125652,measure
5.621798,7.0863,154.35431495186415,measure
5.66904,7.0863,154.9522546773297,measure
5.716282,7.0863,155.57225423283023,measure
5.763524,7.0863,155.13474804238396,measure
5.810766,7.0863,155.2227538708731,measure
5.858008,7.0863,154.34304302692667,measure
5.90525,7.0863,154.56455985360992,measure
5.952492,7.0863,155.18346226295952,measure
5.999734,7.0863,156.20479643750343,measure
6.046976,7.0863,154.46594000298148,measure
6.094218,7.0863,155.3725031952204,measure
6.1414599999999995,7.0863,153.50474736264857,measure
6.188702,7.0863,155.3442613763809,measure
6.235944,7.0863,154.81825431597895,measure
6.283186,7.0863,156.10168087834782,measure
6.3304279999999995,7.0863,156.17437911029123,measure
6.37767,7.0863,156.27543114066773,measure
6.424912,7.0863,155.44980606400298,measure
6.472154,7.0863,156.19488111283204,measure
6.5193959999999995,7.0863,155.2804027465658,measure
6.566638,7.0863,156.59637412798102,measure
6.61388,7.0863,157.39890769291583,measure
6.661122,7.0863,154.54680163255125,measure
6.7083639999999995,7.0863,156.19404517655934,measure
6.755606,7.0863,154.17039236818061,measure
6.802848,7.0863,154.22821881614337,measure
6.85009,7.0863,155.79900070395752,measure
6.897332,7.0863,155.37896992881102,measure
6.944574,7.0863,153.57042204904067,measure
6.991816,7.0863,153.83023128791402,measure
7.039058,7.0863,155.58307094243793,measure
7.0863,7.0863,154.84291535385287,measure
7.133542,7.0863,153.96783695802426,measure
7.180784,7.0863,154.65971219334213,measure
7.228026,7.0863,155.06372339878467,measure
7.275268,7.0863,153.3186898427917,measure
7.32251,7.0863,155.0927801805664,measure
7.369752,7.0863,155.79334600993462,measure
7.416994,7.0863,156.81882082986363,measure
7.464236,7.0863,156.35665170760902,measure
7.511478,7.0863,154.25128519837696,measure
7.55872,7.0863,155.52511744451954,measure
7.605962,7.0863,155.60338356661597,measure
7.653204,7.0863,155.44809332233942,measure
7.7004459999999995,7.0863,155.7881245555728,measure
7.747688,7.0863,155.35722444800763,measure
7.79493,7.0863,155.44025808098428,measure
7.842172,7.0863,154.88546005941353,measure
7.8894139999999995,7.0863,155.9195837505112,measure
7.936656,7.0863,155.09272800196308,measure
7.983898,7.0863,154.45194563576513,measure
8.03114,7.0863,154.55316049635346,measure
8.078382,7.0863,154.03206301243554,measure
8.125624,7.0863,154.55086423990195,measure
8.172865999999999,7.0863,155.03550055843178,measure
8.220108,7.0863,156.05576477916475,measure
8.26735,7.0863,154.304380240704,measure
8.314592,7.0863,155.55979526319652,measure
8.361834,7.0863,155.58147320393041,measure
8.409076,7.0863,154.71861336792082,measure
8.456318,7.0863,154.9647872072881,measure
8.50356,7.0863,154.52576850593456,measure
8.550802,7.0863,154.15229489245442,measure
8.598044,7.0863,156.52170638191353,measure
8.645286,7.0863,155.9196485156421,measure
8.692528,7.0863,154.1633667093131,measure
8.73977,7.0863,156.28990986417352,measure
8.787012,7.0863,156.21286599265795,measure
8.834254,7.0863,154.88397866906283,measure
8.881496,7.0863,155.3199143934563,measure
8.928738,7.0863,154.71037035115842,measure
8.97598,7.0863,154.9139760304166,measure
9.023222,7.0863,155.9280215910304,measure
9.070464,7.0863,154.47783218397498,measure
9.117706,7.0863,154.39204971645378,measure
9.164947999999999,7.0863,155.263485467295,measure
9.21219,7.0863,154.10725434249915,measure
9.259432,7.0863,155.14154872400098,measure
9.306674,7.0863,155.71579163785623,measure
9.353916,7.0863,157.0932676608375,measure
9.401158,7.0863,154.8504947947932,measure
9.4484,7.0863,154.08068127806956,measure
9.495642,7.0863,155.6313724934305,measure
9.542883999999999,7.0863,154.26946721667312,measure
9.590126,7.0863,154.56738744792685,measure
9.637368,7.0863,154.97664883593907,measure
9.68461,7.0863,154.67451038168065,measure
9.731852,7.0863,155.83447294915126,measure
9.779094,7.0863,156.18048978917287,measure
9.826336,7.0863,154.2367111193539,measure
9.873578,7.0863,155.4399381790519,measure
9.920819999999999,7.0863,154.99281332600765,measure
9.968062,7.0863,155.95691652711992,measure
10.015304,7.0863,153.5801965993788,measure
10.062546,7.0863,155.66735962644296,measure
10.109788,7.0863,155.00068371922683,measure
10.15703,7.0863,154.39586385797506,measure
10.204272,7.0863,154.92954561599635,measure
10.251514,7.0863,154.97617545690693,measure
10.298756,7.0863,156.14581568224253,measure
10.345998,7.0863,155.28129069767417,measure
1.65347,7.039058,154.7355019778638,measure
1.700712,7.039058,156.4234377774908,measure
1.747954,7.039058,154.2293868109924,measure
1.795196,7.039058,156.02394550134503,measure
1.842438,7.039058,157.1675279129912,measure
1.88968,7.039058,155.45406050455122,measure
1.936922,7.039058,156.305026684146,measure
1.984164,7.039058,156.01367505969222,measure
2.031406,7.039058,155.3485345878549,measure
2.078648,7.039058,155.2802998355011,measure
2.12589,7.039058,155.41656630628356,measure
2.173132,7.039058,156.8278769845216,measure
2.220374,7.039058,155.21609275750063,measure
2.267616,7.039058,156.31954343462513,measure
2.314858,7.039058,155.73786030684627,measure
2.3621,7.039058,154.3253299121584,measure
2.409342,7.039058,154.9960970470763,measure
2.456584,7.039058,155.44383239287643,measure
2.503826,7.039058,156.49589376803917,measure
2.551068,7.039058,154.49853656265017,measure
2.59831,7.039058,154.2013163394469,measure
2.645552,7.039058,155.08509239423557,measure
2.692794,7.039058,156.33721691997346,measure
2.740036,7.039058,156.11899849359642,measure
2.787278,7.039058,156.00990293203932,measure
2.83452,7.039058,155.7144926973453,measure
2.881762,7.039058,154.73373652545402,measure
2.929004,7.039058,153.36664694031404,measure
2.976246,7.039058,154.77714214688743,measure
3.023488,7.039058,154.96627038140952,measure
3.0707299999999997,7.039058,156.0333956378955,measure
3.117972,7.039058,155.4748758518819,measure
3.1652139999999997,7.039058,154.4635720695508,measure
3.212456,7.039058,155.6236723313133,measure
3.2596979999999998,7.039058,155.42442339030583,measure
3.30694,7.039058,154.69972141991053,measure
3.3541819999999998,7.039058,154.68145478851167,measure
3.401424,7.039058,156.19500485169914,measure
3.448666,7.039058,154.80407070976355,measure
3.495908,7.039058,156.46857210192508,measure
3.54315,7.039058,155.19735831338576,measure
3.590392,7.039058,153.28913945892523,measure
3.637634,7.039058,154.4916617755052,measure
3.684876,7.039058,155.53819591155386,measure
3.732118,7.039058,154.5190183500275,measure
3.77936,7.039058,155.3244949147077,measure
3.826602,7.039058,155.915319432573,measure
3.873844,7.039058,153.80325064911207,measure
3.921086,7.039058,155.2314764932674,measure
3.968328,7.039058,155.78921106980823,measure
4.01557,7.039058,155.82767914161448,measure
4.062812,7.039058,154.97610671240702,measure
4.110054,7.039058,154.8233928538492,measure
4.157296,7.039058,154.9901247474443,measure
4.204538,7.039058,155.71341579047126,measure
4.25178,7.039058,156.43570989636626,measure
4.299022,7.039058,155.42456510645482,measure
4.346264,7.039058,155.14485524771757,measure
4.393506,7.039058,154.2471903685451,measure
4.440748,7.039058,155.6708714708591,measure
4.48799,7.039058,155.32997737256466,measure
4.535232,7.039058,154.45036174811457,measure
4.5824739999999995,7.039058,154.47434971835693,measure
4.629716,7.039058,156.40778203553575,measure
4.676958,7.039058,155.73845851433606,measure
4.7242,7.039058,154.44586426632918,measure
4.7714419999999995,7.039058,156.08628482117123,measure
4.818684,7.039058,155.31508125013346,measure
4.865926,7.039058,155.04264202055074,measure
4.913168,7.039058,155.81776616275656,measure
4.9604099999999995,7.039058,155.67034551345455,measure
5.007652,7.039058,155.3633019262896,measure
5.054894,7.039058,155.8317760666231,measure
5.102136,7.039058,155.137701570131,measure
5.149378,7.039058,155.5076231694429,measure
5.19662,7.039058,156.85291210710355,measure
5.243862,7.039058,155.13606832345286,measure
5.291104,7.039058,154.0070061840697,measure
5.338346,7.039058,156.09458379033376,measure
5.385588,7.039058,154.8326031616033,measure
5.43283,7.039058,154.76755214627798,measure
5.480072,7.039058,154.70913961574686,measure
5.527314,7.039058,154.79815227991793,measure
5.574556,7.039058,154.2053934066357,measure
5.621798,7.039058,156.66612207512242,measure
5.66904,7.039058,156.77298075741777,measure
5.716282,7.039058,156.28117046705353,measure
5.763524,7.039058,156.29452297622478,measure
5.810766,7.039058,155.8791896843601,measure
5.858008,7.039058,154.3814299090253,measure
5.90525,7.039058,154.62083758346293,measure
5.952492,7.039058,155.36358179345373,measure
5.999734,7.039058,155.1770753264021,measure
6.046976,7.039058,155.32177029607735,measure
6.094218,7.039058,155.76621294147625,measure
6.1414599999999995,7.039058,155.16471096832862,measure
6.188702,7.039058,153.62475715068675,measure
6.235944,7.039058,155.64285661807315,measure
6.283186,7.039058,154.52484957882197,measure
6.3304279999999995,7.039058,153.41154582004822,measure
6.37767,7.039058,154.87833291095978,measure
6.424912,7.039058,153.8555717886449,measure
6.472154,7.039058,154.1167878309225,measure
6.5193959999999995,7.039058,154.74817261437855,measure
6.566638,7.039058,154.8229536210265,measure
6.61388,7.039058,155.7602142580772,measure
6.661122,7.039058,155.60940813444796,measure
6.7083639999999995,7.039058,155.13552862440318,measure
6.755606,7.039058,154.45479245967664,measure
6.802848,7.039058,155.80269925549385,measure
6.85009,7.039058,154.91651565881466,measure
6.897332,7.039058,155.48920183230186,measure
6.944574,7.039058,155.08580822175034,measure
6.991816,7.039058,156.71460387291546,measure
7.039058,7.039058,156.12879332538125,measure
7.0863,7.039058,155.60344073701958,measure
7.133542,7.039058,154.7252410835158,measure
7.180784,7.039058,156.21297485627204,measure
7.228026,7.039058,154.7655981894947,measure
7.275268,7.039058,156.2136483148809,measure
7.32251,7.039058,154.40879368327185,measure
7.369752,7.039058,154.48248052185787,measure
7.416994,7.039058,155.95154455389795,measure
7.464236,7.039058,154.9871169397583,measure
7.511478,7.039058,155.371487247522,measure
7.55872,7.039058,154.54972918226755,measure
7.605962,7.039058,155.4620421685104,measure
7.653204,7.039058,155.01052609500644,measure
7.7004459999999995,7.039058,152.7037428095717,measure
7.747688,7.039058,155.8134608548071,measure
7.79493,7.039058,155.42083797473367,measure
7.842172,7.039058,156.44995881469697,measure
7.8894139999999995,7.039058,156.86073250907714,measure
7.936656,7.039058,154.81303149482952,measure
7.983898,7.039058,154.90546836173877,measure
8.03114,7.039058,155.17712816402346,measure
8.078382,7.039058,153.95418002670348,measure
8.125624,7.039058,154.74320797129042,measure
8.172865999999999,7.039058,156.58413919478141,measure
8.220108,7.039058,155.20698390157074,measure
8.26735,7.039058,155.2041450816985,measure
8.314592,7.039058,154.61587415968114,measure
8.361834,7.039058,155.47179619436767,measure
8.409076,7.039058,155.93555800760868,measure
8.456318,7.039058,155.7421830322401,measure
8.50356,7.039058,155.20452659603652,measure
8.550802,7.039058,155.2545870945076,measure
8.598044,7.039058,154.22442335413788,measure
8.645286,7.039058,155.11540021347946,measure
8.692528,7.039058,154.7725391232424,measure
8.73977,7.039058,154.08250151401847,measure
8.787012,7.039058,155.54639995308875,measure
8.834254,7.039058,154.82505980712295,measure
8.881496,7.039058,155.9907531779102,measure
8.928738,7.039058,155.4598360624279,measure
8.97598,7.039058,155.67330880931405,measure
9.023222,7.039058,154.77933094913328,measure
9.070464,7.039058,154.40594032912642,measure
9.117706,7.039058,154.30914957459788,measure
9.164947999999999,7.039058,155.07351775093224,measure
9.21219,7.039058,154.6552177321485,measure
9.259432,7.039058,154.45117618800725,measure
9.306674,7.039058,156.06334369208645,measure
9.353916,7.039058,156.61684678081036,measure
9.401158,7.039058,154.41459412116654,measure
9.4484,7.039058,155.38510323460977,measure
9.495642,7.039058,156.85160691051823,measure
9.542883999999999,7.039058,154.58494620272396,measure
9.590126,7.039058,154.7692879805578,measure
9.637368,7.039058,155.97409646244645,measure
9.68461,7.039058,155.58039024616377,measure
9.731852,7.039058,154.70986758626512,measure
9.779094,7.039058,155.212082700493,measure
9.826336,7.039058,154.49039404395523,measure
9.873578,7.039058,155.06029045184465,measure
9.920819999999999,7.039058,152.9469935695163,measure
9.968062,7.039058,155.45979162790184,measure
10.015304,7.039058,154.27878777546385,measure
10.062546,7.039058,154.98321458783101,measure
10.109788,7.039058,154.3447036440415,measure
10.15703,7.039058,156.05723739480982,measure
10.204272,7.039058,155.4695747400442,measure
10.251514,7.039058,153.8644483570631,measure
10.298756,7.039058,154.09357237620577,measure
10.345998,7.039058,153.87592854476966,measure
1.65347,6.991816,154.73316682728196,measure
1.700712,6.991816,154.04742597497884,measure
1.747954,6.991816,154.89964085403557,measure
1.795196,6.991816,156.00152941045405,measure
1.842438,6.991816,154.4975560979056,measure
1.88968,6.991816,156.0972350317272,measure
1.936922,6.991816,154.57620037534,measure
1.984164,6.991816,156.8026667876763,measure
2.031406,6.991816,154.4252268274808,measure
2.078648,6.991816,155.50555365604458,measure
2.12589,6.991816,157.08996496963306,measure
2.173132,6.991816,156.0075446866296,measure
2.220374,6.991816,157.0938880347743,measure
2.267616,6.991816,152.8137455256009,measure
2.314858,6.991816,156.54564293971396,measure
2.3621,6.991816,154.1032637526761,measure
2.409342,6.991816,154.07385148048564,measure
2.456584,6.991816,156.73684054576069,measure
2.503826,6.991816,155.15466033113685,measure
2.551068,6.991816,155.65939928109114,measure
2.59831,6.991816,153.2522157488893,measure
2.645552,6.991816,153.52025040026348,measure
2.692794,6.991816,156.41583028389553,measure
2.740036,6.991816,154.73220456367582,measure
2.787278,6.991816,156.14954973136878,measure
2.83452,6.991816,153.51865612455214,measure
2.881762,6.991816,155.3104218363258,measure
2.929004,6.991816,155.36302598237995,measure
2.976246,6.991816,156.51680679111593,measure
3.023488,6.991816,155.85275436591672,measure
3.0707299999999997,6.991816,153.77190857222735,measure
3.117972,6.991816,155.51995654801556,measure
3.1652139999999997,6.991816,155.90033943836832,measure
3.212456,6.991816,155.4135463148616,measure
3.2596979999999998,6.991816,155.59869456283684,measure
3.30694,6.991816,155.7703097643668,measure
3.3541819999999998,6.991816,155.9799056480635,measure
3.401424,6.991816,154.57020634554098,measure
3.448666,6.991816,154.08633528246074,measure
3.495908,6.991816,155.20652088283938,measure
3.54315,6.991816,154.8624629211684,measure
3.590392,6.991816,155.2596374416722,measure
3.637634,6.991816,154.59826484942067,measure
3.684876,6.991816,154.7474504678998,measure
3.732118,6.991816,154.87979456215996,measure
3.77936,6.991816,154.2173254435192,measure
3.826602,6.991816,155.17735248928122,measure
3.873844,6.991816,154.3032089089593,measure
3.921086,6.991816,156.54259197895243,measure
3.968328,6.991816,154.05278890963004,measure
4.01557,6.991816,155.23214854331766,measure
4.062812,6.991816,155.49949822440618,measure
4.110054,6.991816,154.90077804515963,measure
4.157296,6.991816,155.76341678298277,measure
4.204538,6.991816,154.99028882053912,measure
4.25178,6.991816,155.74103687572952,measure
4.299022,6.991816,155.62237806787599,measure
4.346264,6.991816,156.31841325866836,measure
4.393506,6.991816,155.86749681593312,measure
4.440748,6.991816,155.8070175024098,measure
4.48799,6.991816,155.0317282917205,measure
4.535232,6.991816,155.63890703790955,measure
4.5824739999999995,6.991816,154.4743394542295,measure
4.629716,6.991816,156.81947463401093,measure
4.676958,6.991816,155.38228858924697,measure
4.7242,6.991816,156.03199217284998,measure
4.7714419999999995,6.991816,154.08015208637144,measure
4.818684,6.991816,155.8572762541341,measure
4.865926,6.991816,154.9496918163979,measure
4.913168,6.991816,155.90988064888995,measure
4.9604099999999995,6.991816,154.7534684918644,measure
5.007652,6.991816,155.37113134343844,measure
5.054894,6.991816,155.68531027714786,measure
5.102136,6.991816,155.87237111614692,measure
5.149378,6.991816,154.09925071107259,measure
5.19662,6.991816,155.0294681917206,measure
5.243862,6.991816,156.9031270474732,measure
5.291104,6.991816,156.1152495664794,measure
5.338346,6.991816,155.43323062219577,measure
5.385588,6.991816,154.7659785628213,measure
5.43283,6.991816,154.81978989382893,measure
5.480072,6.991816,154.76559251630832,measure
5.527314,6.991816,153.99411534832967,measure
5.574556,6.991816,154.4611950086277,measure
5.621798,6.991816,154.434338336787,measure
5.66904,6.991816,154.98797769022084,measure
5.716282,6.991816,153.6690675321562,measure
5.763524,6.991816,156.39423097903426,measure
5.810766,6.991816,156.25032497081514,measure
5.858008,6.991816,156.10779613230895,measure
5.90525,6.991816,155.640471272082,measure
5.952492,6.991816,156.2199589157196,measure
5.999734,6.991816,155.60575161640043,measure
6.046976,6.991816,155.11464626682798,measure
6.094218,6.991816,156.3218212896995,measure
6.1414599999999995,6.991816,155.12259199945836,measure
6.188702,6.991816,154.81046404582924,measure
6.235944,6.991816,154.8991559481684,measure
6.283186,6.991816,155.31716990361247,measure
6.3304279999999995,6.991816,156.17122663605656,measure
