X_mm,Y_mm,Z_um
2.465753,-20.000000,456.716525
2.648402,-20.000000,457.815868
2.831050,-20.000000,455.687995
3.013699,-20.000000,464.372662
3.196347,-20.000000,463.329770
3.378995,-20.000000,461.624968
3.561644,-20.000000,466.664294
3.744292,-20.000000,460.759266
3.926941,-20.000000,450.913082
4.109589,-20.000000,457.348310
4.292237,-20.000000,465.081863
4.474886,-20.000000,458.953225
4.657534,-20.000000,459.122029
4.840183,-20.000000,467.036732
5.022831,-20.000000,467.162725
5.205479,-20.000000,464.728830
5.388128,-20.000000,461.336982
5.570776,-20.000000,461.426947
5.753425,-20.000000,463.256795
5.936073,-20.000000,459.257331
6.118721,-20.000000,465.211049
6.301370,-20.000000,462.835251
6.484018,-20.000000,462.603239
6.666667,-20.000000,463.058522
6.849315,-20.000000,462.502448
7.031963,-20.000000,468.434059
7.214612,-20.000000,471.619170
7.397260,-20.000000,461.892794
7.579909,-20.000000,465.505760
7.762557,-20.000000,466.544189
7.945205,-20.000000,465.817346
8.127854,-20.000000,469.951881
8.310502,-20.000000,466.300312
8.493151,-20.000000,463.941431
8.675799,-20.000000,462.671135
8.858447,-20.000000,465.648697
9.041096,-20.000000,471.586962
9.223744,-20.000000,465.963387
9.406393,-20.000000,463.583663
9.589041,-20.000000,462.020239
9.771689,-20.000000,466.046774
9.954338,-20.000000,469.717769
10.136986,-20.000000,470.624274
10.319635,-20.000000,476.065749
10.502283,-20.000000,463.331807
10.684932,-20.000000,466.088774
10.867580,-20.000000,463.833056
11.050228,-20.000000,472.036445
11.232877,-20.000000,467.527643
11.415525,-20.000000,470.030212
11.598174,-20.000000,469.098431
11.780822,-20.000000,469.154336
11.963470,-20.000000,466.098380
12.146119,-20.000000,466.910240
12.328767,-20.000000,468.312490
12.511416,-20.000000,463.464973
12.694064,-20.000000,469.083225
12.876712,-20.000000,469.206546
13.059361,-20.000000,468.975853
13.242009,-20.000000,478.724876
13.424658,-20.000000,470.694371
13.607306,-20.000000,467.465635
13.789954,-20.000000,475.460560
13.972603,-20.000000,465.387602
14.155251,-20.000000,472.329818
14.337900,-20.000000,469.474524
14.520548,-20.000000,469.393759
14.703196,-20.000000,472.681291
14.885845,-20.000000,473.001662
15.068493,-20.000000,476.699291
15.251142,-20.000000,475.135861
15.433790,-20.000000,483.864243
15.616438,-20.000000,469.029385
15.799087,-20.000000,477.635261
15.981735,-20.000000,472.837579
16.164384,-20.000000,478.397261
16.347032,-20.000000,475.645409
16.529680,-20.000000,476.078203
16.712329,-20.000000,478.395730
16.894977,-20.000000,472.849577
17.077626,-20.000000,479.065364
17.260274,-20.000000,475.505265
17.442922,-20.000000,471.151101
17.625571,-20.000000,470.475001
17.808219,-20.000000,478.198409
17.990868,-20.000000,471.940443
18.173516,-20.000000,474.766135
18.356164,-20.000000,480.413378
18.538813,-20.000000,472.348650
18.721461,-20.000000,478.831735
18.904110,-20.000000,481.060229
19.086758,-20.000000,484.132077
19.269406,-20.000000,477.120389
19.452055,-20.000000,482.945849
19.634703,-20.000000,475.819833
19.817352,-20.000000,472.955954
20.000000,-20.000000,480.198205
-20.000000,-19.817352,454.670690
-19.817352,-19.817352,456.525290
-19.634703,-19.817352,458.968126
-19.452055,-19.817352,450.883005
-19.269406,-19.817352,447.504810
-19.086758,-19.817352,452.074615
-18.904110,-19.817352,460.718124
-18.721461,-19.817352,444.445882
-18.538813,-19.817352,449.651076
-18.356164,-19.817352,449.546560
-18.173516,-19.817352,452.786636
-17.990868,-19.817352,453.114999
-17.808219,-19.817352,446.277918
-17.625571,-19.817352,458.706777
-17.442922,-19.817352,458.294541
-17.260274,-19.817352,450.903274
-17.077626,-19.817352,452.223310
-16.894977,-19.817352,448.992555
-16.712329,-19.817352,455.466813
-16.529680,-19.817352,459.553881
-16.347032,-19.817352,449.444218
-16.164384,-19.817352,451.040464
-15.981735,-19.817352,449.563191
-15.799087,-19.817352,451.509236
-15.616438,-19.817352,451.840038
-15.433790,-19.817352,455.654241
-15.251142,-19.817352,448.079413
-15.068493,-19.817352,456.182943
-14.885845,-19.817352,459.601168
-14.703196,-19.817352,452.355672
-14.520548,-19.817352,449.132284
-14.337900,-19.817352,457.358186
-14.155251,-19.817352,456.548731
-13.972603,-19.817352,446.621969
-13.789954,-19.817352,452.914772
-13.607306,-19.817352,455.052857
-13.424658,-19.817352,459.306210
-13.242009,-19.817352,451.729007
-13.059361,-19.817352,452.762068
-12.876712,-19.817352,449.813580
-12.694064,-19.817352,459.731896
-12.511416,-19.817352,456.477011
-12.328767,-19.817352,455.817378
-12.146119,-19.817352,450.207103
-11.963470,-19.817352,455.020693
-11.780822,-19.817352,446.318785
-11.598174,-19.817352,453.993668
-11.415525,-19.817352,452.496057
-11.232877,-19.817352,457.169452
-11.050228,-19.817352,460.688331
-10.867580,-19.817352,451.840875
-10.684932,-19.817352,457.753266
-10.502283,-19.817352,452.003759
-10.319635,-19.817352,454.031239
-10.136986,-19.817352,458.166525
-9.954338,-19.817352,453.557108
-9.771689,-19.817352,453.143895
-9.589041,-19.817352,457.861988
-9.406393,-19.817352,454.486305
-9.223744,-19.817352,451.253580
-9.041096,-19.817352,448.091446
-8.858447,-19.817352,460.907394
-8.675799,-19.817352,458.413817
-8.493151,-19.817352,453.866713
-8.310502,-19.817352,455.230862
-8.127854,-19.817352,451.558054
-7.945205,-19.817352,463.766864
-7.762557,-19.817352,453.369175
-7.579909,-19.817352,456.048483
-7.397260,-19.817352,457.585062
-7.214612,-19.817352,453.556224
-7.031963,-19.817352,448.578194
-6.849315,-19.817352,456.941819
-6.666667,-19.817352,452.512619
-6.484018,-19.817352,454.627679
-6.301370,-19.817352,453.199349
-6.118721,-19.817352,454.709952
-5.936073,-19.817352,453.306714
-5.753425,-19.817352,456.489273
-5.570776,-19.817352,453.809163
-5.388128,-19.817352,456.010457
-5.205479,-19.817352,451.845058
-5.022831,-19.817352,453.871248
-4.840183,-19.817352,451.766009
-4.657534,-19.817352,454.068582
-4.474886,-19.817352,454.065249
-4.292237,-19.817352,452.018335
-4.109589,-19.817352,456.245598
-3.926941,-19.817352,456.254826
-3.744292,-19.817352,453.246757
-3.561644,-19.817352,460.287281
-3.378995,-19.817352,452.135732
-3.196347,-19.817352,454.581904
-3.013699,-19.817352,449.621042
-2.831050,-19.817352,455.788840
-2.648402,-19.817352,467.353151
-2.465753,-19.817352,453.416650
-2.283105,-19.817352,463.205181
-2.100457,-19.817352,462.295759
-1.917808,-19.817352,468.402316
-1.735160,-19.817352,458.555437
-1.552511,-19.817352,457.722788
-1.369863,-19.817352,455.995457
-1.187215,-19.817352,460.643158
-1.004566,-19.817352,458.205289
-0.821918,-19.817352,463.148397
-0.639269,-19.817352,455.392799
-0.456621,-19.817352,457.450116
-0.273973,-19.817352,467.187911
-0.091324,-19.817352,449.905341
0.091324,-19.817352,463.803262
0.273973,-19.817352,457.276778
0.456621,-19.817352,461.018010
0.639269,-19.817352,453.882683
0.821918,-19.817352,458.630852
1.004566,-19.817352,454.842895
1.187215,-19.817352,464.565594
1.369863,-19.817352,459.920337
1.552511,-19.817352,454.474187
1.735160,-19.817352,458.943533
1.917808,-19.817352,459.428988
2.100457,-19.817352,465.523732
2.283105,-19.817352,463.415972
2.465753,-19.817352,457.946285
2.648402,-19.817352,457.388950
2.831050,-19.817352,463.425210
3.013699,-19.817352,468.586609
3.196347,-19.817352,454.971583
3.378995,-19.817352,453.906623
3.561644,-19.817352,463.966739
3.744292,-19.817352,459.885829
3.926941,-19.817352,460.462196
4.109589,-19.817352,467.969748
4.292237,-19.817352,468.199505
4.474886,-19.817352,464.515347
4.657534,-19.817352,456.851238
4.840183,-19.817352,455.495589
5.022831,-19.817352,454.035348
5.205479,-19.817352,457.020067
5.388128,-19.817352,463.029974
5.570776,-19.817352,463.902816
5.753425,-19.817352,467.431857
5.936073,-19.817352,457.206618
6.118721,-19.817352,462.635364
6.301370,-19.817352,471.966798
6.484018,-19.817352,461.566727
6.666667,-19.817352,469.133013
6.849315,-19.817352,468.096433
7.031963,-19.817352,472.405546
7.214612,-19.817352,466.201768
7.397260,-19.817352,468.646079
7.579909,-19.817352,463.064822
7.762557,-19.817352,463.166125
7.945205,-19.817352,460.638955
8.127854,-19.817352,461.818839
8.310502,-19.817352,467.685022
8.493151,-19.817352,473.252704
8.675799,-19.817352,467.300108
8.858447,-19.817352,469.452341
9.041096,-19.817352,463.597764
9.223744,-19.817352,469.517666
9.406393,-19.817352,470.159286
9.589041,-19.817352,470.388396
9.771689,-19.817352,470.329299
9.954338,-19.817352,471.298445
10.136986,-19.817352,473.121853
10.319635,-19.817352,471.669415
10.502283,-19.817352,466.483814
10.684932,-19.817352,469.521649
10.867580,-19.817352,475.165051
11.050228,-19.817352,467.999677
11.232877,-19.817352,467.094488
11.415525,-19.817352,464.622959
11.598174,-19.817352,467.270403
11.780822,-19.817352,468.333389
11.963470,-19.817352,468.329349
12.146119,-19.817352,468.100350
12.328767,-19.817352,464.449765
12.511416,-19.817352,463.107759
12.694064,-19.817352,473.762475
12.876712,-19.817352,468.371530
13.059361,-19.817352,475.018054
13.242009,-19.817352,462.552019
13.424658,-19.817352,467.971101
13.607306,-19.817352,463.276701
13.789954,-19.817352,471.317121
13.972603,-19.817352,465.679529
14.155251,-19.817352,473.649133
14.337900,-19.817352,466.374407
14.520548,-19.817352,468.377393
14.703196,-19.817352,476.322193
14.885845,-19.817352,468.170444
15.068493,-19.817352,474.717150
15.251142,-19.817352,471.983332
15.433790,-19.817352,471.692527
15.616438,-19.817352,478.191279
15.799087,-19.817352,479.044985
15.981735,-19.817352,475.957696
16.164384,-19.817352,478.108864
16.347032,-19.817352,471.388260
16.529680,-19.817352,471.925835
16.712329,-19.817352,478.603152
16.894977,-19.817352,477.304149
17.077626,-19.817352,460.997909
17.260274,-19.817352,477.059866
17.442922,-19.817352,470.359822
17.625571,-19.817352,470.493740
17.808219,-19.817352,477.010133
17.990868,-19.817352,478.138495
18.173516,-19.817352,477.607931
18.356164,-19.817352,480.848165
18.538813,-19.817352,473.149468
18.721461,-19.817352,475.384515
18.904110,-19.817352,474.786925
19.086758,-19.817352,479.476774
19.269406,-19.817352,484.342899
19.452055,-19.817352,479.800745
19.634703,-19.817352,479.328621
19.817352,-19.817352,471.989931
20.000000,-19.817352,475.669833
-20.000000,-19.634703,451.126214
-19.817352,-19.634703,457.866119
-19.634703,-19.634703,448.870294
-19.452055,-19.634703,463.036292
-19.269406,-19.634703,461.835944
-19.086758,-19.634703,457.079507
-18.904110,-19.634703,453.778025
-18.721461,-19.634703,459.780844
-18.538813,-19.634703,462.855689
-18.356164,-19.634703,457.642461
-18.173516,-19.634703,454.618716
-17.990868,-19.634703,452.882991
-17.808219,-19.634703,452.049883
-17.625571,-19.634703,455.951319
-17.442922,-19.634703,453.359383
-17.260274,-19.634703,461.324155
-17.077626,-19.634703,460.234594
-16.894977,-19.634703,453.205452
-16.712329,-19.634703,449.257720
-16.529680,-19.634703,456.927069
-16.347032,-19.634703,453.372936
-16.164384,-19.634703,453.608122
-15.981735,-19.634703,450.288926
-15.799087,-19.634703,449.052313
-15.616438,-19.634703,452.377224
-15.433790,-19.634703,454.205749
-15.251142,-19.634703,452.912866
-15.068493,-19.634703,454.807989
-14.885845,-19.634703,450.943401
-14.703196,-19.634703,460.989073
-14.520548,-19.634703,450.965727
-14.337900,-19.634703,454.489164
-14.155251,-19.634703,457.126951
-13.972603,-19.634703,455.552306
-13.789954,-19.634703,453.124348
-13.607306,-19.634703,457.043677
-13.424658,-19.634703,448.883218
-13.242009,-19.634703,456.865547
-13.059361,-19.634703,455.456175
-12.876712,-19.634703,454.806846
-12.694064,-19.634703,458.493346
-12.511416,-19.634703,452.813313
-12.328767,-19.634703,455.329784
-12.146119,-19.634703,459.722284
-11.963470,-19.634703,462.240011
-11.780822,-19.634703,458.841021
-11.598174,-19.634703,454.940444
-11.415525,-19.634703,458.774215
-11.232877,-19.634703,455.993954
-11.050228,-19.634703,458.958632
-10.867580,-19.634703,455.401886
-10.684932,-19.634703,454.035006
-10.502283,-19.634703,452.397202
-10.319635,-19.634703,454.462283
-10.136986,-19.634703,454.012092
-9.954338,-19.634703,459.744369
-9.771689,-19.634703,451.183353
-9.589041,-19.634703,453.817039
-9.406393,-19.634703,448.382795
-9.223744,-19.634703,449.143705
-9.041096,-19.634703,460.405088
-8.858447,-19.634703,456.207353
-8.675799,-19.634703,452.952070
-8.493151,-19.634703,449.389686
-8.310502,-19.634703,454.636389
-8.127854,-19.634703,457.600034
-7.945205,-19.634703,463.477104
-7.762557,-19.634703,455.475397
-7.579909,-19.634703,453.118406
-7.397260,-19.634703,460.064065
-7.214612,-19.634703,457.757394
-7.031963,-19.634703,455.027775
-6.849315,-19.634703,458.730909
-6.666667,-19.634703,454.190390
-6.484018,-19.634703,457.820281
-6.301370,-19.634703,461.640083
-6.118721,-19.634703,454.854597
-5.936073,-19.634703,459.138112
-5.753425,-19.634703,465.370408
-5.570776,-19.634703,457.982784
-5.388128,-19.634703,466.802451
-5.205479,-19.634703,464.736885
-5.022831,-19.634703,458.889694
-4.840183,-19.634703,454.768758
-4.657534,-19.634703,458.827305
-4.474886,-19.634703,454.582167
-4.292237,-19.634703,461.584364
-4.109589,-19.634703,459.957750
-3.926941,-19.634703,453.081919
-3.744292,-19.634703,461.297741
-3.561644,-19.634703,460.192542
-3.378995,-19.634703,461.496804
-3.196347,-19.634703,458.598690
-3.013699,-19.634703,460.555385
-2.831050,-19.634703,457.891382
-2.648402,-19.634703,457.068814
-2.465753,-19.634703,466.352049
-2.283105,-19.634703,455.601265
-2.100457,-19.634703,459.966302
-1.917808,-19.634703,460.325327
-1.735160,-19.634703,467.404538
-1.552511,-19.634703,457.469790
-1.369863,-19.634703,457.992659
-1.187215,-19.634703,453.985065
-1.004566,-19.634703,460.409918
-0.821918,-19.634703,458.721379
-0.639269,-19.634703,462.264119
-0.456621,-19.634703,453.220281
-0.273973,-19.634703,464.929453
-0.091324,-19.634703,460.649366
0.091324,-19.634703,464.924386
0.273973,-19.634703,461.470203
0.456621,-19.634703,454.495975
0.639269,-19.634703,454.079637
0.821918,-19.634703,464.124268
1.004566,-19.634703,465.140826
1.187215,-19.634703,458.754994
1.369863,-19.634703,468.010976
1.552511,-19.634703,457.437156
1.735160,-19.634703,463.291617
1.917808,-19.634703,460.732972
2.100457,-19.634703,464.211404
2.283105,-19.634703,457.751657
2.465753,-19.634703,463.099810
2.648402,-19.634703,458.769615
2.831050,-19.634703,467.673517
3.013699,-19.634703,459.726619
3.196347,-19.634703,469.176598
3.378995,-19.634703,460.963217
3.561644,-19.634703,470.679645
3.744292,-19.634703,459.688658
3.926941,-19.634703,461.715767
4.109589,-19.634703,466.114565
4.292237,-19.634703,466.893967
4.474886,-19.634703,461.092816
4.657534,-19.634703,465.558695
4.840183,-19.634703,464.730523
5.022831,-19.634703,459.802830
5.205479,-19.634703,468.737674
5.388128,-19.634703,464.004664
5.570776,-19.634703,464.385881
5.753425,-19.634703,467.741154
5.936073,-19.634703,459.531998
6.118721,-19.634703,463.783450
6.301370,-19.634703,476.505240
6.484018,-19.634703,463.461947
6.666667,-19.634703,468.359467
6.849315,-19.634703,465.078677
7.031963,-19.634703,466.633384
7.214612,-19.634703,470.517939
7.397260,-19.634703,470.253915
7.579909,-19.634703,470.342322
7.762557,-19.634703,461.293923
7.945205,-19.634703,467.501314
8.127854,-19.634703,473.733156
8.310502,-19.634703,474.715235
8.493151,-19.634703,473.282754
8.675799,-19.634703,467.459717
8.858447,-19.634703,467.803698
9.041096,-19.634703,473.454229
9.223744,-19.634703,471.881950
9.406393,-19.634703,463.775001
9.589041,-19.634703,466.486726
9.771689,-19.634703,467.295762
9.954338,-19.634703,465.500046
10.136986,-19.634703,471.077808
10.319635,-19.634703,471.799442
10.502283,-19.634703,468.453142
10.684932,-19.634703,473.144782
10.867580,-19.634703,470.563427
11.050228,-19.634703,476.484352
11.232877,-19.634703,467.529913
11.415525,-19.634703,475.174999
11.598174,-19.634703,465.595867
11.780822,-19.634703,471.137406
11.963470,-19.634703,469.994515
12.146119,-19.634703,470.159150
12.328767,-19.634703,478.718177
12.511416,-19.634703,474.096869
12.694064,-19.634703,471.193056
12.876712,-19.634703,474.679921
13.059361,-19.634703,467.470085
13.242009,-19.634703,472.761145
13.424658,-19.634703,474.686988
13.607306,-19.634703,473.741219
13.789954,-19.634703,482.072321
13.972603,-19.634703,466.175169
14.155251,-19.634703,477.172017
14.337900,-19.634703,472.629986
14.520548,-19.634703,470.072966
14.703196,-19.634703,477.832564
14.885845,-19.634703,476.889369
15.068493,-19.634703,478.799366
15.251142,-19.634703,477.848768
15.433790,-19.634703,472.768504
15.616438,-19.634703,483.179080
15.799087,-19.634703,481.752664
15.981735,-19.634703,474.807981
16.164384,-19.634703,476.652348
16.347032,-19.634703,470.719817
16.529680,-19.634703,476.101152
16.712329,-19.634703,479.502294
16.894977,-19.634703,481.847967
17.077626,-19.634703,485.194546
17.260274,-19.634703,477.363524
17.442922,-19.634703,479.977831
17.625571,-19.634703,479.358378
17.808219,-19.634703,477.425691
17.990868,-19.634703,482.736903
18.173516,-19.634703,480.021758
18.356164,-19.634703,474.390803
18.538813,-19.634703,472.657115
18.721461,-19.634703,477.356263
18.904110,-19.634703,476.330318
19.086758,-19.634703,482.415498
19.269406,-19.634703,483.668344
19.452055,-19.634703,481.697534
19.634703,-19.634703,483.297359
19.817352,-19.634703,483.791191
20.000000,-19.634703,489.402436
-20.000000,-19.452055,454.571752
-19.817352,-19.452055,459.078117
-19.634703,-19.452055,454.502328
-19.452055,-19.452055,447.900666
-19.269406,-19.452055,454.852735
-19.086758,-19.452055,461.683601
-18.904110,-19.452055,460.237664
-18.721461,-19.452055,450.431722
-18.538813,-19.452055,451.845997
-18.356164,-19.452055,452.772182
-18.173516,-19.452055,449.420334
-17.990868,-19.452055,453.059223
-17.808219,-19.452055,455.334505
-17.625571,-19.452055,453.412231
-17.442922,-19.452055,449.573898
-17.260274,-19.452055,449.094287
-17.077626,-19.452055,452.390291
-16.894977,-19.452055,453.358132
-16.712329,-19.452055,451.084290
-16.529680,-19.452055,456.162335
-16.347032,-19.452055,453.401558
-16.164384,-19.452055,460.519717
-15.981735,-19.452055,462.288676
-15.799087,-19.452055,452.699905
-15.616438,-19.452055,450.993156
-15.433790,-19.452055,456.041109
-15.251142,-19.452055,447.078801
-15.068493,-19.452055,454.269567
-14.885845,-19.452055,458.103665
-14.703196,-19.452055,449.110736
-14.520548,-19.452055,448.608315
-14.337900,-19.452055,450.532155
-14.155251,-19.452055,458.722078
-13.972603,-19.452055,451.415268
-13.789954,-19.452055,452.057506
-13.607306,-19.452055,451.990925
-13.424658,-19.452055,459.041053
-13.242009,-19.452055,454.759327
-13.059361,-19.452055,450.972150
-12.876712,-19.452055,450.619826
-12.694064,-19.452055,452.608903
-12.511416,-19.452055,455.493076
-12.328767,-19.452055,458.535374
-12.146119,-19.452055,446.598085
-11.963470,-19.452055,454.572383
-11.780822,-19.452055,461.172652
-11.598174,-19.452055,461.457902
-11.415525,-19.452055,454.006410
-11.232877,-19.452055,461.112840
-11.050228,-19.452055,469.519174
-10.867580,-19.452055,456.842838
-10.684932,-19.452055,451.239777
-10.502283,-19.452055,460.332876
-10.319635,-19.452055,449.210527
-10.136986,-19.452055,460.903922
-9.954338,-19.452055,453.214147
-9.771689,-19.452055,452.504250
-9.589041,-19.452055,451.534213
-9.406393,-19.452055,450.521479
-9.223744,-19.452055,458.269756
-9.041096,-19.452055,452.994737
-8.858447,-19.452055,455.477153
-8.675799,-19.452055,453.749469
-8.493151,-19.452055,458.662351
-8.310502,-19.452055,455.774553
-8.127854,-19.452055,452.150144
-7.945205,-19.452055,455.756760
-7.762557,-19.452055,452.669428
-7.579909,-19.452055,452.570821
-7.397260,-19.452055,459.240038
-7.214612,-19.452055,462.338433
-7.031963,-19.452055,457.406381
-6.849315,-19.452055,450.086334
-6.666667,-19.452055,450.638813
-6.484018,-19.452055,454.269454
-6.301370,-19.452055,456.784688
-6.118721,-19.452055,459.255054
-5.936073,-19.452055,453.552696
-5.753425,-19.452055,462.478152
-5.570776,-19.452055,456.790898
-5.388128,-19.452055,459.864686
-5.205479,-19.452055,454.463120
-5.022831,-19.452055,450.589065
-4.840183,-19.452055,460.854054
-4.657534,-19.452055,452.876473
-4.474886,-19.452055,451.388227
-4.292237,-19.452055,456.541860
-4.109589,-19.452055,456.420631
-3.926941,-19.452055,457.263881
-3.744292,-19.452055,458.491423
-3.561644,-19.452055,461.189175
-3.378995,-19.452055,459.572767
-3.196347,-19.452055,460.996716
-3.013699,-19.452055,455.556586
-2.831050,-19.452055,454.650658
-2.648402,-19.452055,463.365721
-2.465753,-19.452055,456.279336
-2.283105,-19.452055,462.261089
-2.100457,-19.452055,464.644563
-1.917808,-19.452055,456.120259
-1.735160,-19.452055,460.476507
-1.552511,-19.452055,461.565706
-1.369863,-19.452055,458.216077
-1.187215,-19.452055,459.746628
-1.004566,-19.452055,465.055352
-0.821918,-19.452055,460.156005
-0.639269,-19.452055,453.644743
-0.456621,-19.452055,450.791968
-0.273973,-19.452055,459.524910
-0.091324,-19.452055,461.301579
0.091324,-19.452055,461.150230
0.273973,-19.452055,457.806163
0.456621,-19.452055,456.167246
0.639269,-19.452055,459.055166
0.821918,-19.452055,456.495581
1.004566,-19.452055,455.551266
1.187215,-19.452055,460.805413
1.369863,-19.452055,458.628952
1.552511,-19.452055,467.746758
1.735160,-19.452055,459.143369
1.917808,-19.452055,458.831246
2.100457,-19.452055,465.116748
2.283105,-19.452055,463.421439
2.465753,-19.452055,460.952137
2.648402,-19.452055,466.388060
2.831050,-19.452055,460.374915
3.013699,-19.452055,466.875491
3.196347,-19.452055,462.082721
3.378995,-19.452055,459.320764
3.561644,-19.452055,460.571220
3.744292,-19.452055,462.649914
3.926941,-19.452055,458.772507
4.109589,-19.452055,459.841590
4.292237,-19.452055,464.326325
4.474886,-19.452055,464.307096
4.657534,-19.452055,461.873124
4.840183,-19.452055,463.052332
5.022831,-19.452055,458.749660
5.205479,-19.452055,464.211144
5.388128,-19.452055,467.611571
5.570776,-19.452055,472.492140
5.753425,-19.452055,469.402497
5.936073,-19.452055,460.188443
6.118721,-19.452055,455.956435
6.301370,-19.452055,464.686898
6.484018,-19.452055,474.205540
6.666667,-19.452055,464.553119
6.849315,-19.452055,465.196047
7.031963,-19.452055,461.537545
7.214612,-19.452055,463.515962
7.397260,-19.452055,462.908318
7.579909,-19.452055,471.680582
7.762557,-19.452055,456.187830
7.945205,-19.452055,468.124612
8.127854,-19.452055,466.853241
8.310502,-19.452055,471.400094
8.493151,-19.452055,465.720710
8.675799,-19.452055,473.110200
8.858447,-19.452055,476.211601
9.041096,-19.452055,461.372071
9.223744,-19.452055,470.039305
9.406393,-19.452055,472.549995
9.589041,-19.452055,469.048457
9.771689,-19.452055,471.962113
9.954338,-19.452055,459.863824
10.136986,-19.452055,472.583176
10.319635,-19.452055,471.598678
10.502283,-19.452055,471.177288
10.684932,-19.452055,468.367365
10.867580,-19.452055,471.946920
11.050228,-19.452055,468.077033
11.232877,-19.452055,479.309255
11.415525,-19.452055,466.660663
11.598174,-19.452055,466.796320
11.780822,-19.452055,465.768038
11.963470,-19.452055,472.301825
12.146119,-19.452055,474.642732
12.328767,-19.452055,479.929148
12.511416,-19.452055,468.549039
12.694064,-19.452055,470.447025
12.876712,-19.452055,473.306920
13.059361,-19.452055,465.573086
13.242009,-19.452055,468.401274
13.424658,-19.452055,473.963364
13.607306,-19.452055,472.288474
